viaje_id,inicio_viaje,estacion_origen,localidad_origen,estacion_destino,localidad_destino,duracion_min,distancia_km,tipo_bicicleta,tipo_usuario,clima,temperatura_c,precipitacion_mm,fin_de_semana
V001192,2026-03-28 18:56:54,San Felipe,Barrios Unidos,Simón Bolívar Sur,Teusaquillo,18.1,3.5,Eléctrica,Suscriptor,Lluvia ligera,18.8,2.4,Sí
V001852,2026-02-20 09:50:54,Universidad Nacional,Teusaquillo,Parkway,Teusaquillo,11.5,3.03,Eléctrica,Ocasional,Despejado,14.8,0.0,No
V001990,2026-05-28 06:26:07,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,9.0,1.68,Eléctrica,Suscriptor,Nublado,20.9,0.0,No
V001517,2026-05-27 16:27:21,Universidad Nacional,Teusaquillo,Calle 80,Barrios Unidos,57.7,9.75,Mecánica,Suscriptor,Lluvia ligera,13.6,1.6,No
V000701,2026-02-12 08:39:40,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,20.9,5.37,Eléctrica,Suscriptor,Despejado,,0.0,No
V000456,2026-03-01 07:08:02,Parque El Virrey Norte,Usaquén,Hacienda Santa Bárbara,Usaquén,16.5,4.19,Eléctrica,Suscriptor,lluvia ligera,17.0,0.0,Sí
V002533,2026-05-14 07:21:58,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,8.5,1.56,Eléctrica,Suscriptor,Nublado,18.9,0.0,No
V001580,2026-03-17 03:53:28,Parque de la 93,Chapinero,Calle 63,Chapinero,5.5,1.34,Eléctrica,Suscriptor,Despejado,14.6,0.0,No
V002375,2026-02-18 17:25:44,Museo Nacional,Santa Fe,Las Nieves,Santa Fe,6.6,0.96,Eléctrica,Suscriptor,Despejado,15.2,0.0,No
V000522,2026-05-26 03:16:52,Parque de la 93,Chapinero,Calle 63,Chapinero,12.6,2.52,Mecánica,Ocasional,Lluvia ligera,16.8,1.7,No
V001261,2026-04-29 19:21:39,Hacienda Santa Bárbara,Usaquén,Unicentro,Usaquén,25.8,3.44,Mecánica,Suscriptor,Lluvia ligera,12.3,1.8,No
V001684,2026-03-12 18:46:02,Plaza de Bolívar,La Candelaria,Las Aguas,La Candelaria,10.3,1.58,Mecánica,Suscriptor,Nublado,18.0,0.0,No
V002168,2026-05-09 19:37:47,Chorro de Quevedo,La Candelaria,Simón Bolívar Norte,Barrios Unidos,24.3,3.09,Mecánica,Suscriptor,Lluvia ligera,17.6,0.6,Sí
V001038,2026-03-19 18:03:47,Calle 72,Chapinero,Calle 63,Chapinero,11.2,1.98,Mecánica,Ocasional,Despejado,,0.0,No
V000390,2026-02-04 15:20:30,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,11.9,1.78,Mecánica,Ocasional,Nublado,11.0,0.0,No
V000952,2026-05-17 13:37:25,Simón Bolívar Sur,Teusaquillo,Parkway,Teusaquillo,9.3,1.54,Mecánica,Ocasional,Despejado,19.0,0.0,Sí
V001967,2026-05-14 18:21:04,Galerías,Teusaquillo,Corferias,Teusaquillo,10.8,3.1,Eléctrica,Suscriptor,Nublado,19.4,0.0,No
V000412,2026-05-24 17:35:50,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,12.1,2.44,Mecánica,Suscriptor,Nublado,22.8,0.0,Sí
V001960,2026-04-13 18:36:01,Parkway,Teusaquillo,Centro Internacional,Santa Fe,23.1,6.07,Eléctrica,Suscriptor,Despejado,18.9,0.0,No
V001807,2026-03-24 09:25:39,Universidad Nacional,Teusaquillo,Galerías,Teusaquillo,33.6,8.07,Mecánica,Suscriptor,Lluvia ligera,17.4,1.4,No
V002355,2026-04-14 22:01:05,Calle 72,Chapinero,Calle 72,Chapinero,4.7,0.9,Eléctrica,Ocasional,Despejado,24.9,0.0,No
V001302,2026-02-25 08:36:37,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,16.9,2.88,Mecánica,Ocasional,Nublado,14.6,0.0,No
V002734,2026-03-26 03:39:00,Simón Bolívar Sur,Teusaquillo,Centro Internacional,Santa Fe,10.7,2.1,Mecánica,Suscriptor,Lluvia ligera,16.8,1.3,No
V001297,2026-05-28 21:37:04,Zona G,Chapinero,Calle 72,Chapinero,12.6,2.52,Mecánica,Suscriptor,Lluvia,20.0,2.5,No
V001715,2026-04-05 06:39:46,Corferias,Teusaquillo,Universidad Nacional,Teusaquillo,13.0,3.37,Eléctrica,Ocasional,Despejado,13.3,0.0,Sí
V001269,2026-02-28 04:27:18,Parque de los Novios,Barrios Unidos,Calle 80,Barrios Unidos,16.5,2.88,Mecánica,Suscriptor,Despejado,15.8,0.0,Sí
V002523,2026-05-12 18:00:10,Universidad Nacional,Teusaquillo,Hacienda Santa Bárbara,Usaquén,10.7,1.56,Eléctrica,Suscriptor,Lluvia ligera,15.9,2.4,No
V002145,2026-02-05 00:37:49,Universidades Centro,La Candelaria,Las Aguas,La Candelaria,15.5,2.76,Eléctrica,Ocasional,Despejado,18.1,0.0,No
V002983,2026-03-02 19:43:29,Las Nieves,Santa Fe,Calle 116,Usaquén,25.5,4.33,Mecánica,Ocasional,Lluvia ligera,14.7,1.3,No
V001022,2026-05-09 11:57:44,Corferias,Teusaquillo,Universidad Nacional,Teusaquillo,13.1,2.68,Eléctrica,Ocasional,Despejado,17.7,0.0,Sí
V000502,2026-04-19 06:58:23,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,7.5,1.47,Eléctrica,Suscriptor,Despejado,13.5,0.0,Sí
V003033,2026-04-20 18:16:33,Universidad Nacional,Teusaquillo,Calle 63,Chapinero,23.8,4.31,Mecánica,Suscriptor,Nublado,20.7,0.0,No
V000759,2026-02-23 02:45:20,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,8.3,2.06,Eléctrica,Suscriptor,Nublado,14.6,0.0,No
V002367,2026-03-20 14:32:07,Simón Bolívar Sur,Teusaquillo,Parkway,Teusaquillo,4.1,1.11,Eléctrica,Suscriptor,Lluvia,17.3,6.0,No
V000429,2026-04-05 19:52:08,Corferias,Teusaquillo,Calle 63,Chapinero,27.1,4.45,Mecánica,Suscriptor,Despejado,17.3,0.0,Sí
V001749,2026-04-16 16:54:01,Centro Internacional,Santa Fe,Centro Internacional,Santa Fe,18.9,3.71,Mecánica,Suscriptor,Lluvia ligera,15.3,0.7,No
V001318,2026-05-29 04:23:44,Calle 63,Chapinero,Zona G,Chapinero,10.1,3.44,Eléctrica,Ocasional,Lluvia ligera,16.6,1.3,No
V001137,2026-03-08 12:13:59,Galerías,Teusaquillo,Galerías,Teusaquillo,6.4,1.43,Mecánica,Suscriptor,Nublado,10.8,0.0,Sí
V000074,2026-02-12 02:24:34,Plaza de Bolívar,La Candelaria,Hacienda Santa Bárbara,Usaquén,21.1,3.43,Eléctrica,Ocasional,Despejado,19.3,0.0,No
V000026,2026-05-08 07:25:56,Las Nieves,Santa Fe,Parque Nacional,Santa Fe,20.0,3.46,Mecánica,Suscriptor,Nublado,17.7,0.0,No
V003077,2026-03-10 19:34:53,Calle 116,Usaquén,Hacienda Santa Bárbara,Usaquén,8.7,2.26,Eléctrica,Suscriptor,Nublado,15.4,0.0,No
V001345,2026-05-13 07:18:45,Corferias,Teusaquillo,Simón Bolívar Sur,Teusaquillo,16.2,3.31,Eléctrica,Ocasional,Nublado,15.3,0.0,No
V002937,2026-05-20 17:30:08,Museo Nacional,Santa Fe,Las Nieves,Santa Fe,20.7,3.57,Mecánica,Suscriptor,Despejado,15.0,0.0,No
V001127,2026-02-18 11:48:56,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,6.7,1.11,Eléctrica,Suscriptor,Despejado,14.6,0.0,No
V001875,2026-02-22 09:15:22,Calle 80,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,12.8,2.66,Mecánica,Ocasional,Despejado,16.5,0.0,Sí
V001140,2026-03-05 18:07:08,Centro Internacional,Santa Fe,Centro Internacional,Santa Fe,7.5,1.29,Mecánica,Suscriptor,Despejado,13.3,0.0,No
V000506,2026-03-23 13:02:17,Museo Nacional,Santa Fe,Hacienda Santa Bárbara,Usaquén,17.6,3.98,Eléctrica,Suscriptor,Nublado,19.5,0.0,No
V001898,2026-04-20 19:13:08,Calle 100,Usaquén,Parque El Virrey Norte,Usaquén,18.5,5.3,Eléctrica,Ocasional,Lluvia,16.6,4.1,No
V001395,2026-03-31 17:16:35,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,6.3,1.7,Eléctrica,Ocasional,Despejado,20.8,0.0,No
V002496,2026-03-26 07:05:51,Calle 63,Chapinero,Calle 63,Chapinero,7.2,1.44,Eléctrica,Suscriptor,Nublado,17.7,0.0,No
V002302,2026-02-10 06:27:04,Galerías,Teusaquillo,Universidad Nacional,Teusaquillo,24.5,4.64,Mecánica,Suscriptor,Despejado,14.4,0.0,No
V002931,2026-02-27 20:09:28,Simón Bolívar Sur,Teusaquillo,Las Nieves,Santa Fe,10.5,2.99,Eléctrica,Suscriptor,Lluvia,12.8,8.1,No
V001943,2026-04-14 09:54:34,Calle 72,Chapinero,Parkway,Teusaquillo,15.5,3.08,Eléctrica,Suscriptor,Despejado,15.9,0.0,No
V001778,2026-05-24 07:46:53,Calle 116,Usaquén,Calle 116,Usaquén,7.6,1.64,Mecánica,Suscriptor,Despejado,16.4,0.0,Sí
V001121,2026-03-12 19:22:45,Galerías,Teusaquillo,Simón Bolívar Sur,Teusaquillo,10.7,1.52,Mecánica,Ocasional,Lluvia,14.7,2.6,No
V002400,2026-03-26 06:27:39,Parque Nacional,Santa Fe,Parque de la 93,Chapinero,8.9,1.15,Mecánica,Suscriptor,Lluvia ligera,17.8,2.1,No
V000587,2026-03-20 17:17:35,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,15.7,3.27,Eléctrica,Suscriptor,Lluvia,16.7,5.0,No
V002424,2026-04-19 18:06:39,Chorro de Quevedo,La Candelaria,Universidad Javeriana,Chapinero,12.9,2.29,Mecánica,Suscriptor,Despejado,17.6,0.0,Sí
V000612,2026-03-10 10:33:58,San Felipe,Barrios Unidos,Calle 72,Chapinero,23.9,5.48,Mecánica,Suscriptor,Nublado,14.0,0.0,No
V001139,2026-04-16 09:44:54,Corferias,Teusaquillo,Galerías,Teusaquillo,7.8,1.84,electrica,Suscriptor,Despejado,16.4,0.0,No
V000426,2026-04-09 18:19:41,Museo Nacional,Santa Fe,Parque Nacional,Santa Fe,21.5,4.98,Mecánica,Suscriptor,Despejado,17.1,0.0,No
V000649,2026-04-18 07:33:08,Parkway,Teusaquillo,Simón Bolívar Sur,Teusaquillo,14.2,,Mecánica,Suscriptor,Lluvia,20.0,4.7,Sí
V001090,2026-04-22 05:13:09,San Felipe,Barrios Unidos,Calle 80,Barrios Unidos,10.7,1.74,Mecánica,Suscriptor,Lluvia ligera,17.7,2.0,No
V002622,2026-04-14 20:18:40,Universidad Javeriana,Chapinero,Calle 80,Barrios Unidos,18.5,3.62,Mecánica,Suscriptor,Despejado,14.5,0.0,No
V001536,2026-05-21 07:09:20,Hacienda Santa Bárbara,Usaquén,Calle 100,Usaquén,13.6,3.63,Mecánica,Suscriptor,Despejado,20.0,0.0,No
V001409,2026-05-23 00:01:27,Calle 63,Chapinero,Parque de la 93,Chapinero,25.8,5.5,Mecánica,Suscriptor,Nublado,17.1,0.0,Sí
V000566,2026-05-12 20:15:57,Galerías,Teusaquillo,Centro Internacional,Santa Fe,26.7,4.28,Mecánica,Ocasional,Lluvia ligera,18.5,0.4,No
V001904,2026-02-01 19:55:40,Calle 72,Chapinero,Corferias,Teusaquillo,8.4,1.62,Eléctrica,Suscriptor,Nublado,16.0,0.0,Sí
V000886,2026-03-07 09:07:00,Parque de los Novios,Barrios Unidos,Calle 72,Chapinero,11.2,2.36,Mecánica,Suscriptor,Nublado,16.5,0.0,Sí
V003104,2026-04-24 08:38:47,Universidades Centro,La Candelaria,Universidades Centro,La Candelaria,3.0,0.7,Mecánica,Ocasional,Nublado,17.0,0.0,No
V002630,2026-03-10 08:48:27,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,17.1,3.65,Mecánica,Ocasional,Lluvia,12.1,5.2,No
V000783,2026-02-23 08:20:10,Calle 80,Barrios Unidos,Parque de los Novios,Barrios Unidos,12.0,2.27,Eléctrica,Ocasional,Nublado,17.5,0.0,No
V002769,2026-02-02 08:06:24,Parkway,Teusaquillo,Galerías,Teusaquillo,8.2,1.38,Eléctrica,Suscriptor,Lluvia ligera,13.3,2.3,No
V002544,2026-04-13 14:24:57,Simón Bolívar Sur,Teusaquillo,Universidad Nacional,Teusaquillo,7.9,1.78,Eléctrica,Suscriptor,Lluvia ligera,17.9,0.6,No
V000630,2026-05-18 17:58:30,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,9.5,1.61,Mecánica,Suscriptor,Nublado,14.8,0.0,No
V003050,2026-05-17 18:38:35,Parque de los Hippies,Chapinero,Unicentro,Usaquén,18.6,4.56,Mecánica,Suscriptor,Despejado,13.6,0.0,Sí
V003053,2026-04-30 06:43:43,Zona G,Chapinero,Zona G,Chapinero,6.3,1.54,Eléctrica,Suscriptor,Lluvia,16.4,10.6,No
V000501,2026-05-23 10:40:09,Centro Internacional,Santa Fe,Museo Nacional,Santa Fe,9.4,1.97,Eléctrica,Suscriptor,Despejado,13.5,0.0,Sí
V001873,2026-03-18 18:46:28,Universidad Nacional,Teusaquillo,Parque de los Novios,Barrios Unidos,13.5,1.75,Mecánica,Suscriptor,Despejado,10.7,0.0,No
V002058,2026-05-10 19:03:25,Calle 100,Usaquén,Zona G,Chapinero,9.6,2.03,Eléctrica,Suscriptor,Nublado,19.0,0.0,Sí
V000409,2026-02-08 07:15:44,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,10.0,1.6,Mecánica,Suscriptor,Nublado,18.0,0.0,Sí
V001344,2026-04-16 15:05:20,Parque de la 93,Chapinero,Museo Nacional,Santa Fe,7.5,1.84,Eléctrica,Ocasional,Lluvia ligera,17.5,0.6,No
V000165,2026-03-14 07:29:20,Corferias,Teusaquillo,Galerías,Teusaquillo,21.8,4.7,Mecánica,Suscriptor,Despejado,18.7,0.0,Sí
V002672,2026-03-09 09:00:40,Universidades Centro,La Candelaria,Universidades Centro,La Candelaria,8.0,1.29,Mecánica,Suscriptor,Nublado,17.2,0.0,No
V000244,2026-03-22 00:15:50,Parque de los Hippies,Chapinero,Calle 80,Barrios Unidos,13.2,3.2,Eléctrica,Suscriptor,Lluvia ligera,14.5,1.7,Sí
V003030,2026-03-01 18:20:42,Calle 100,Usaquén,Calle 100,Usaquén,7.6,1.7,Eléctrica,Ocasional,Nublado,18.9,0.0,Sí
V003185,2026-03-09 09:21:57,Parque de los Novios,Barrios Unidos,Calle 116,Usaquén,11.1,3.05,Eléctrica,Suscriptor,Lluvia ligera,15.5,0.8,No
V001679,2026-03-12 08:58:05,Hacienda Santa Bárbara,Usaquén,Parque El Virrey Norte,Usaquén,9.0,1.62,Mecánica,Suscriptor,Nublado,16.1,0.0,No
V001523,2026-02-27 21:01:44,Calle 80,Barrios Unidos,Zona G,Chapinero,19.1,3.69,Eléctrica,Suscriptor,Lluvia,20.5,10.6,No
V001650,2026-05-29 10:28:11,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,31.5,6.97,Mecánica,Suscriptor,Despejado,18.1,0.0,No
V000379,2026-05-06 07:20:51,Universidad Javeriana,Chapinero,Corferias,Teusaquillo,25.7,4.28,Eléctrica,Suscriptor,Nublado,15.8,0.0,No
V001088,2026-05-25 07:37:39,Centro Internacional,Santa Fe,Parque de los Novios,Barrios Unidos,37.9,7.43,Mecánica,Ocasional,Despejado,18.8,0.0,No
V001773,2026-03-18 20:45:09,Zona G,Chapinero,Calle 72,Chapinero,11.6,2.88,Eléctrica,Suscriptor,Lluvia,9.9,6.7,No
V002860,2026-05-18 03:14:34,Parque de los Hippies,Chapinero,Parque de los Hippies,Chapinero,11.1,2.2,Mecánica,Ocasional,Despejado,13.0,0.0,No
V003038,2026-03-13 09:12:43,Parque Nacional,Santa Fe,Calle 72,Chapinero,18.8,3.25,Eléctrica,Suscriptor,Lluvia,17.9,7.3,No
V002742,2026-03-07 22:34:11,Calle 116,Usaquén,Calle 100,Usaquén,11.7,2.15,Mecánica,Ocasional,Nublado,15.7,0.0,Sí
V001755,2026-02-22 19:37:30,Calle 63,Chapinero,Hacienda Santa Bárbara,Usaquén,11.8,2.04,Mecánica,Suscriptor,Nublado,16.9,0.0,Sí
V000295,2026-02-10 12:33:45,Parque de la 93,Chapinero,Calle 63,Chapinero,13.5,3.38,Mecánica,Suscriptor,Nublado,14.4,0.0,No
V001327,2026-04-14 08:41:13,Parque de la 93,Chapinero,Parque de los Hippies,Chapinero,5.0,0.87,Eléctrica,Suscriptor,Nublado,21.6,0.0,No
V000966,2026-05-07 13:56:34,Parque Nacional,Santa Fe,Parque Nacional,Santa Fe,6.6,1.88,Eléctrica,Suscriptor,Nublado,20.2,0.0,No
V002310,2026-02-16 18:05:03,Corferias,Teusaquillo,Corferias,Teusaquillo,7.0,1.34,Eléctrica,Suscriptor,Nublado,12.9,0.0,No
V003162,2026-03-26 09:27:10,Parkway,Teusaquillo,Museo Nacional,Santa Fe,18.2,4.62,Eléctrica,Suscriptor,Despejado,14.4,0.0,No
V003163,2026-03-01 14:25:11,Hacienda Santa Bárbara,Usaquén,Museo Nacional,Santa Fe,18.4,3.94,Mecánica,Suscriptor,Lluvia,17.9,8.2,Sí
V000316,2026-03-31 16:18:29,Universidades Centro,La Candelaria,Calle 63,Chapinero,30.3,7.3,Eléctrica,Suscriptor,Nublado,19.0,0.0,No
V000529,2026-05-31 07:26:35,Calle 63,Chapinero,Calle 80,Barrios Unidos,13.6,3.18,Eléctrica,Ocasional,Despejado,15.6,0.0,Sí
V003135,2026-05-30 17:03:25,Calle 80,Barrios Unidos,San Felipe,Barrios Unidos,15.8,2.82,Mecánica,Suscriptor,Despejado,17.8,0.0,Sí
V001178,2026-05-19 10:13:17,Parque de la 93,Chapinero,Museo Nacional,Santa Fe,15.0,2.48,Eléctrica,Suscriptor,Lluvia ligera,17.5,1.3,No
V000190,2026-05-22 17:39:42,Las Aguas,La Candelaria,Unicentro,Usaquén,21.8,4.2,Mecánica,Suscriptor,Despejado,19.2,0.0,No
V000028,2026-05-25 07:27:37,Calle 80,Barrios Unidos,San Felipe,Barrios Unidos,6.4,0.86,Eléctrica,Suscriptor,Nublado,17.7,0.0,No
V002120,2026-05-04 06:41:38,Simón Bolívar Norte,Barrios Unidos,Calle 80,Barrios Unidos,12.8,1.61,Mecánica,Suscriptor,Lluvia ligera,15.5,2.4,No
V001674,2026-04-03 01:40:24,Calle 72,Chapinero,Calle 63,Chapinero,9.6,2.44,Mecánica,Suscriptor,Nublado,,0.0,No
V000275,2026-05-17 01:19:02,Calle 63,Chapinero,Corferias,Teusaquillo,20.7,3.34,Eléctrica,Ocasional,Nublado,16.6,0.0,Sí
V001073,2026-03-26 18:22:38,Hacienda Santa Bárbara,Usaquén,Hacienda Santa Bárbara,Usaquén,6.2,0.96,Mecánica,Suscriptor,Despejado,18.8,0.0,No
V001075,2026-05-28 12:21:28,Calle 116,Usaquén,Parque El Virrey Norte,Usaquén,8.8,1.88,Mecánica,Suscriptor,Despejado,18.1,0.0,No
V002150,2026-02-03 17:46:48,Las Aguas,La Candelaria,Plaza de Bolívar,La Candelaria,5.9,0.93,Mecánica,Suscriptor,Despejado,11.5,0.0,No
V000133,2026-03-11 16:00:45,Hacienda Santa Bárbara,Usaquén,Parkway,Teusaquillo,23.0,3.46,Mecánica,Suscriptor,Despejado,17.1,0.0,No
V002917,2026-02-20 18:07:31,Parque El Virrey Norte,Usaquén,Calle 116,Usaquén,7.4,1.78,Eléctrica,Ocasional,Despejado,13.2,0.0,No
V002712,2026-04-24 00:42:04,Universidad Javeriana,Chapinero,Calle 80,Barrios Unidos,12.2,1.97,Mecánica,Suscriptor,Nublado,15.1,0.0,No
V002103,2026-03-23 19:50:51,Parque Nacional,Santa Fe,Museo Nacional,Santa Fe,16.3,3.83,Eléctrica,Suscriptor,Nublado,20.6,0.0,No
V002833,2026-03-21 08:42:52,Universidad Nacional,Teusaquillo,Calle 72,Chapinero,10.1,1.47,Eléctrica,Suscriptor,Nublado,18.5,0.0,Sí
V001335,2026-05-24 08:22:49,Calle 80,Barrios Unidos,Calle 80,Barrios Unidos,5.1,1.16,Eléctrica,Ocasional,Despejado,18.6,0.0,Sí
V002319,2026-05-20 19:23:58,Calle 63,Chapinero,Zona G,Chapinero,6.2,0.96,Eléctrica,Suscriptor,Lluvia,22.2,9.1,No
V002372,2026-04-15 19:38:37,Hacienda Santa Bárbara,Usaquén,Calle 63,Chapinero,16.0,3.76,Mecánica,Suscriptor,Despejado,16.7,0.0,No
V002179,2026-03-04 18:13:16,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,10.8,1.84,Eléctrica,Suscriptor,Lluvia ligera,18.0,2.0,No
V000586,2026-05-30 11:09:46,Calle 63,Chapinero,Hacienda Santa Bárbara,Usaquén,25.1,3.71,Mecánica,Ocasional,Lluvia,14.7,5.8,Sí
V000838,2026-04-07 14:03:11,Calle 80,Barrios Unidos,,Barrios Unidos,16.8,3.06,Mecánica,Suscriptor,Lluvia ligera,24.1,0.5,No
V000711,2026-02-16 09:41:54,Zona G,Chapinero,Calle 72,Chapinero,13.0,2.47,Mecánica,Suscriptor,Despejado,10.7,0.0,No
V002808,2026-04-10 20:14:25,Parque Nacional,Santa Fe,Centro Internacional,Santa Fe,15.4,3.92,Mecánica,Ocasional,Lluvia,21.6,8.5,No
V002632,2026-02-12 17:41:24,San Felipe,Barrios Unidos,Calle 80,Barrios Unidos,13.8,3.11,Eléctrica,Suscriptor,Despejado,17.2,0.0,No
V001251,2026-08-04 08:13:00,Hacienda Santa Bárbara,Usaquén,Calle 116,Usaquén,24.4,4.89,Mecánica,Suscriptor,Lluvia ligera,20.9,0.7,No
V003193,2026-05-07 18:47:22,Hacienda Santa Bárbara,Usaquén,Unicentro,Usaquén,12.7,2.71,Eléctrica,Suscriptor,Lluvia ligera,18.7,1.3,No
V002735,2026-04-16 13:22:57,Museo Nacional,Santa Fe,Parque Nacional,Santa Fe,5.0,1.55,Eléctrica,Suscriptor,Nublado,15.8,0.0,No
V001438,2026-05-20 20:22:21,Zona G,Chapinero,Centro Internacional,Santa Fe,16.0,2.73,Mecánica,Suscriptor,Nublado,16.6,0.0,No
V002755,2026-05-28 17:35:13,Zona G,Chapinero,Zona G,Chapinero,10.8,1.67,Mecánica,Suscriptor,Nublado,16.4,0.0,No
V001554,2026-02-22 19:41:24,Las Aguas,La Candelaria,Plaza de Bolívar,La Candelaria,20.8,3.29,Mecánica,Ocasional,Nublado,16.2,0.0,Sí
V000817,2026-02-07 06:12:16,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,7.6,1.53,Mecánica,Ocasional,Lluvia ligera,11.9,1.7,Sí
V003148,2026-05-04 19:18:01,Parkway,Teusaquillo,Simón Bolívar Sur,Teusaquillo,15.3,2.3,Mecánica,Suscriptor,Nublado,14.3,0.0,No
V002077,2026-04-12 13:15:38,Parque de la 93,Chapinero,Calle 72,Chapinero,18.1,4.51,Eléctrica,Suscriptor,Despejado,20.3,0.0,Sí
V000958,2026-05-25 09:35:08,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,18.9,2.44,Mecánica,Suscriptor,Nublado,16.0,0.0,No
V000303,2026-02-26 09:50:34,Parkway,Teusaquillo,Parkway,Teusaquillo,6.3,1.15,Mecánica,Suscriptor,Despejado,17.8,0.0,No
V000572,2026-03-31 17:30:52,Calle 63,Chapinero,Parque de la 93,Chapinero,12.5,3.78,Eléctrica,Ocasional,Lluvia ligera,19.0,0.5,No
V003167,2026-03-24 18:07:59,Universidad Javeriana,Chapinero,Calle 72,Chapinero,12.1,2.44,Mecánica,Suscriptor,Lluvia ligera,16.8,1.0,No
V003158,2026-04-30 19:41:09,Chorro de Quevedo,La Candelaria,Chorro de Quevedo,La Candelaria,16.7,3.46,Mecánica,Ocasional,Nublado,19.1,0.0,No
V000631,2026-05-27 19:55:50,Las Aguas,La Candelaria,Zona G,Chapinero,12.2,1.56,Mecánica,Suscriptor,Nublado,,0.0,No
V001512,2026-04-22 08:48:40,Chorro de Quevedo,La Candelaria,Chorro de Quevedo,La Candelaria,12.4,2.49,Mecánica,Ocasional,Despejado,18.5,0.0,No
V002600,2026-03-20 00:57:43,Galerías,Teusaquillo,Calle 72,Chapinero,18.0,3.88,Eléctrica,Suscriptor,Lluvia ligera,18.6,1.5,No
V003097,2026-02-18 18:22:45,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,5.8,1.02,Eléctrica,Suscriptor,Despejado,11.6,0.0,No
V001956,2026-05-16 07:54:28,Museo Nacional,Santa Fe,Museo Nacional,Santa Fe,11.3,2.71,Mecánica,Suscriptor,Despejado,17.9,0.0,Sí
V001064,2026-02-26 16:37:42,Parque El Virrey Norte,Usaquén,Unicentro,Usaquén,15.3,1.76,Mecánica,Ocasional,Despejado,15.4,0.0,No
V002857,2026-05-28 20:45:17,Zona G,Chapinero,Calle 63,Chapinero,22.3,3.1,Mecánica,Ocasional,Despejado,18.3,0.0,No
V002611,2026-03-21 08:16:53,Calle 116,Usaquén,Calle 100,Usaquén,14.4,2.48,Eléctrica,Ocasional,Despejado,16.1,0.0,Sí
V002324,2026-05-26 11:50:53,Zona G,Chapinero,Zona G,Chapinero,17.7,3.79,Mecánica,Suscriptor,Nublado,19.0,0.0,No
V001109,2026-03-17 17:14:46,Corferias,Teusaquillo,Universidad Nacional,Teusaquillo,11.7,2.25,Mecánica,Suscriptor,Nublado,15.7,0.0,No
V003141,2026-02-11 04:37:32,Calle 80,Barrios Unidos,Parque de los Novios,Barrios Unidos,18.0,3.28,Mecánica,Suscriptor,Despejado,9.8,0.0,No
V002028,2026-04-28 04:59:03,Calle 63,Chapinero,Calle 72,Chapinero,20.0,0.05,Mecánica,Ocasional,Despejado,17.1,0.0,No
V002015,2026-05-10 01:02:51,Simón Bolívar Sur,Teusaquillo,Parkway,Teusaquillo,9.0,1.64,Eléctrica,Suscriptor,Nublado,15.6,0.0,Sí
V000924,2026-03-18 08:42:26,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,7.9,1.25,Mecánica,Ocasional,Despejado,18.4,0.0,No
V000723,2026-02-28 07:50:44,Calle 80,Barrios Unidos,San Felipe,Barrios Unidos,18.3,2.76,Mecánica,Suscriptor,Despejado,19.8,0.0,Sí
V000060,2026-02-12 08:25:46,Museo Nacional,Santa Fe,Museo Nacional,Santa Fe,5.0,1.35,Eléctrica,Suscriptor,Despejado,12.3,0.0,No
V002359,2026-03-25 09:03:20,San Felipe,Barrios Unidos,Plaza de Bolívar,La Candelaria,38.7,6.74,Mecánica,Ocasional,Lluvia,18.4,7.4,No
V002574,2026-05-17 04:31:02,Parque Nacional,Santa Fe,Parque Nacional,Santa Fe,12.3,2.26,electrica,Ocasional,Despejado,16.4,0.0,Sí
V002025,2026-05-08 18:48:23,Parque de los Novios,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,6.9,1.6,Mecánica,Ocasional,Despejado,12.8,0.0,No
V001756,2026-02-28 14:10:32,Calle 63,Chapinero,Parque de los Hippies,Chapinero,8.0,1.68,Eléctrica,Suscriptor,Despejado,19.8,0.0,Sí
V000024,2026-03-24 23:45:46,Chorro de Quevedo,La Candelaria,Universidades Centro,La Candelaria,24.9,5.73,Eléctrica,Suscriptor,Nublado,18.1,0.0,No
V002243,2026-05-24 08:45:25,Centro Internacional,Santa Fe,Centro Internacional,Santa Fe,6.2,1.52,Eléctrica,Ocasional,Despejado,16.0,0.0,Sí
